locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,floor_ratio,sqft_per_bhk,property_type,amenities_score,parking,distance_to_it_park_km
Wakad,Mid-tier,2,1054.5,2,2.0,25,20,21,0.9523809523809523,527.25,Apartment,0,0,7.5
Narhe,Outskirts,1,598.8,1,1.0,8,22,23,0.9565217391304348,598.8,Builder Floor,1,1,1.4
Camp,Central,3,1181.0,3,2.0,18,9,12,0.75,393.6666666666667,Builder Floor,3,1,3.1
Hinjewadi,Mid-tier,3,1689.4,3,2.0,18,4,24,0.16666666666666666,563.1333333333333,Apartment,4,1,2.4
Ravet,Mid-tier,4,2183.1,4,2.0,5,6,6,1.0,545.775,Apartment,1,0,14.7
Magarpatta,Mid-tier,4,2485.8,4,3.0,8,14,21,0.6666666666666666,621.45,Apartment,2,1,10.7
Magarpatta,Mid-tier,5,3258.8,6,1.0,2,22,22,1.0,651.76,Apartment,3,1,8.0
Swargate,Central,3,1948.8,3,2.0,2,21,23,0.9130434782608695,649.6,Apartment,5,0,5.7
Koregaon Park,Premium West,4,1560.2,4,1.0,2,10,15,0.6666666666666666,390.05,Apartment,1,1,14.1
Sinhgad Road,Outskirts,2,1025.8,2,3.0,5,0,3,0.0,512.9,Apartment,1,1,6.5
Wakad,Mid-tier,1,510.7,1,2.0,2,4,4,1.0,510.7,Apartment,3,1,5.4
Hadapsar,Outskirts,2,757.8,2,1.0,0,5,17,0.29411764705882354,378.9,Apartment,5,1,8.4
Hinjewadi,Mid-tier,3,1510.1,3,1.0,3,21,21,1.0,503.3666666666666,Apartment,3,1,4.5
Chinchwad,Outskirts,2,926.6,2,0.0,18,3,7,0.42857142857142855,463.3,Builder Floor,1,0,10.4
Narayan Peth,Central,1,712.5,2,2.0,3,0,11,0.0,712.5,Apartment,4,1,5.0
Pashan,Premium West,1,644.5,1,2.0,5,14,16,0.875,644.5,Builder Floor,1,0,2.8
Shivaji Nagar,Central,3,1574.9,3,1.0,0,8,11,0.7272727272727273,524.9666666666667,Apartment,4,0,5.2
Hadapsar,Outskirts,2,678.8,2,2.0,3,3,8,0.375,339.4,Apartment,3,1,0.5
Pashan,Premium West,2,841.4,3,2.0,8,9,10,0.9,420.7,Apartment,0,0,14.1
Koregaon Park,Premium West,2,1133.0,2,3.0,8,4,27,0.14814814814814814,566.5,Apartment,1,1,0.5
Bavdhan,Mid-tier,3,1490.9,3,1.0,5,3,14,0.21428571428571427,496.9666666666667,Apartment,5,1,5.2
Somwar Peth,Central,2,901.6,2,1.0,2,13,17,0.7647058823529411,450.8,Apartment,0,0,8.4
Undri,Outskirts,2,848.0,2,1.0,5,13,19,0.6842105263157895,424.0,Apartment,4,0,5.5
Moshi,Outskirts,1,708.4,1,2.0,2,0,5,0.0,708.4,Builder Floor,4,1,1.9
Wagholi,Outskirts,1,712.5,1,1.0,5,23,23,1.0,712.5,Builder Floor,1,0,4.1
Hinjewadi,Mid-tier,2,1093.2,3,,5,9,23,0.391304347826087,546.6,Builder Floor,0,1,3.8
Sinhgad Road,Outskirts,2,973.4,3,1.0,2,11,13,0.8461538461538461,486.7,Builder Floor,1,1,0.7
Wakad,Mid-tier,3,1065.4,3,2.0,3,18,24,0.75,355.1333333333334,Apartment,3,0,12.5
Undri,Outskirts,2,894.7,2,2.0,25,10,21,0.47619047619047616,447.35,Apartment,5,1,4.7
Kothrud,IT Corridor,1,592.1,1,1.0,3,3,20,0.15,592.1,Apartment,1,0,4.5
Balewadi,IT Corridor,1,718.5,2,2.0,1,18,19,0.9473684210526315,718.5,Apartment,4,1,9.4
NIBM Road,Outskirts,2,996.9,2,3.0,8,24,27,0.8888888888888888,498.45,Apartment,3,1,5.6
Somwar Peth,Central,3,1441.6,4,1.0,18,23,26,0.8846153846153846,480.5333333333333,Apartment,3,1,0.3
Shivaji Nagar,Central,2,1170.7,2,1.0,8,13,17,0.7647058823529411,585.35,Apartment,5,1,7.3
Chinchwad,Outskirts,2,864.2,3,0.0,2,2,8,0.25,432.1,Apartment,0,1,11.1
Magarpatta,Mid-tier,1,580.8,1,1.0,3,10,15,0.6666666666666666,580.8,Apartment,5,1,7.9
Koregaon Park,Premium West,4,2228.8,4,,5,4,23,0.17391304347826086,557.2,Apartment,1,1,6.6
Pashan,Premium West,2,1012.0,2,2.0,12,3,3,1.0,506.0,Apartment,5,1,0.4
Aundh,Premium West,4,2145.5,5,2.0,8,8,15,0.5333333333333333,536.375,Apartment,1,1,4.1
Magarpatta,Mid-tier,3,1336.4,3,3.0,12,9,19,0.47368421052631576,445.4666666666667,Apartment,1,0,7.8
Hadapsar,Outskirts,2,1222.5,2,3.0,8,25,26,0.9615384615384616,611.25,Apartment,2,1,6.4
Magarpatta,Mid-tier,3,1510.2,3,1.0,2,3,4,0.75,503.40000000000003,Apartment,4,1,4.8
Kothrud,IT Corridor,2,1178.0,2,3.0,3,0,4,0.0,589.0,Apartment,4,1,3.5
Shivaji Nagar,Central,1,466.1,1,1.0,18,15,28,0.5357142857142857,466.1,Apartment,0,1,0.3
Hinjewadi,Mid-tier,4,2277.4,4,2.0,8,14,27,0.5185185185185185,569.35,Villa,4,0,5.2
Camp,Central,4,1845.9,4,2.0,5,15,29,0.5172413793103449,461.475,Apartment,4,1,8.3
Kalyani Nagar,Premium West,4,2161.2,5,1.0,3,14,29,0.4827586206896552,540.3,Villa,1,1,1.4
Magarpatta,Mid-tier,2,1041.5,2,1.0,0,7,13,0.5384615384615384,520.75,Apartment,5,1,13.2
Baner,Premium West,3,1389.3,3,0.0,3,2,7,0.2857142857142857,463.09999999999997,Apartment,2,1,12.5
Ravet,Mid-tier,2,929.7,3,3.0,5,6,19,0.3157894736842105,464.85,Apartment,1,1,5.2
Magarpatta,Mid-tier,3,1525.1,4,2.0,8,12,13,0.9230769230769231,508.3666666666666,Apartment,5,1,6.7
Chinchwad,Outskirts,3,1620.5,3,1.0,2,1,4,0.25,540.1666666666666,Apartment,2,1,1.8
Ravet,Mid-tier,1,361.9,1,2.0,12,14,16,0.875,361.9,Apartment,5,1,8.5
Shivaji Nagar,Central,2,944.2,2,3.0,8,9,14,0.6428571428571429,472.1,Apartment,2,1,6.6
Hadapsar,Outskirts,3,1731.0,3,1.0,1,1,20,0.05,577.0,Apartment,2,0,1.3
Moshi,Outskirts,3,1561.3,3,0.0,8,23,23,1.0,520.4333333333333,Apartment,3,1,0.4
Boat Club Road,Premium West,2,1049.9,2,0.0,8,5,5,1.0,524.95,Apartment,4,0,4.7
Kharadi,IT Corridor,2,1424.4,2,0.0,0,9,13,0.6923076923076923,712.2,Apartment,5,0,4.2
Ravet,Mid-tier,3,1645.9,3,1.0,2,18,19,0.9473684210526315,548.6333333333333,Apartment,1,1,6.9
Kalyani Nagar,Premium West,2,922.8,2,0.0,0,2,15,0.13333333333333333,461.4,Apartment,5,1,8.6
Kalyani Nagar,Premium West,3,1166.6,3,0.0,12,28,28,1.0,388.8666666666666,Apartment,5,1,7.4
Wakad,Mid-tier,2,1114.9,2,2.0,3,18,27,0.6666666666666666,557.45,Apartment,1,1,8.1
Chinchwad,Outskirts,2,941.9,2,2.0,12,7,24,0.2916666666666667,470.95,Apartment,3,1,10.1
Ravet,Mid-tier,3,1699.5,3,2.0,0,16,28,0.5714285714285714,566.5,Builder Floor,5,1,5.5
Magarpatta,Mid-tier,3,1396.2,3,2.0,3,14,14,1.0,465.40000000000003,Apartment,0,1,3.4
Bavdhan,Mid-tier,3,1829.0,3,2.0,12,2,5,0.4,609.6666666666666,Apartment,5,0,10.4
Kalyani Nagar,Premium West,3,1481.8,4,2.0,1,4,29,0.13793103448275862,493.93333333333334,Apartment,5,1,2.9
Boat Club Road,Premium West,4,2039.5,4,1.0,2,4,6,0.6666666666666666,509.875,Apartment,3,1,2.6
Chinchwad,Outskirts,3,1810.1,4,1.0,12,2,21,0.09523809523809523,603.3666666666667,Apartment,1,0,8.3
Viman Nagar,IT Corridor,4,2032.7,4,1.0,0,1,5,0.2,508.175,Builder Floor,3,1,7.3
Narhe,Outskirts,3,1462.7,3,1.0,0,8,23,0.34782608695652173,487.56666666666666,Apartment,0,1,5.7
Kalyani Nagar,Premium West,3,1363.4,3,2.0,1,5,7,0.7142857142857143,454.4666666666667,Apartment,2,1,1.0
Kondhwa,Outskirts,3,1463.2,3,2.0,5,2,14,0.14285714285714285,487.73333333333335,Apartment,1,1,9.7
Koregaon Park,Premium West,2,1099.9,2,1.0,8,6,16,0.375,549.95,Apartment,0,0,4.9
Moshi,Outskirts,3,1341.8,3,3.0,12,10,26,0.38461538461538464,447.26666666666665,Apartment,4,0,4.4
Chinchwad,Outskirts,2,1231.1,2,2.0,2,0,3,0.0,615.55,Apartment,0,1,0.5
Hadapsar,Outskirts,2,1198.2,3,0.0,1,2,10,0.2,599.1,Apartment,1,0,4.0
Pashan,Premium West,3,1500.7,4,3.0,18,11,18,0.6111111111111112,500.23333333333335,Apartment,0,1,6.2
Balewadi,IT Corridor,5,3085.4,5,2.0,18,3,5,0.6,617.08,Apartment,3,1,4.9
Shivaji Nagar,Central,3,1281.0,3,2.0,2,15,16,0.9375,427.0,Apartment,3,1,7.6
Magarpatta,Mid-tier,3,1720.2,3,1.0,12,13,20,0.65,573.4,Apartment,4,1,8.0
Aundh,Premium West,3,1294.6,4,2.0,1,4,16,0.25,431.5333333333333,Builder Floor,2,1,7.1
Kothrud,IT Corridor,4,1783.5,4,2.0,5,3,17,0.17647058823529413,445.875,Apartment,0,1,1.1
Kiwale,Outskirts,2,1037.4,3,3.0,3,11,23,0.4782608695652174,518.7,Builder Floor,0,1,3.8
Magarpatta,Mid-tier,2,846.7,2,1.0,2,4,25,0.16,423.35,Apartment,0,1,0.5
Aundh,Premium West,3,1887.4,3,1.0,0,12,14,0.8571428571428571,629.1333333333333,Apartment,4,0,0.1
Ravet,Mid-tier,2,1132.9,2,2.0,2,6,8,0.75,566.45,Apartment,0,1,4.0
Hadapsar,Outskirts,3,1418.1,3,2.0,3,3,26,0.11538461538461539,472.7,Apartment,1,0,5.8
Sinhgad Road,Outskirts,4,2021.7,4,1.0,2,6,15,0.4,505.425,Apartment,1,0,2.7
Wakad,Mid-tier,2,1195.5,2,0.0,3,0,14,0.0,597.75,Apartment,4,1,0.5
Kothrud,IT Corridor,3,1459.4,3,1.0,5,10,18,0.5555555555555556,486.4666666666667,Apartment,5,1,3.7
Bavdhan,Mid-tier,2,1108.5,2,1.0,5,1,8,0.125,554.25,Apartment,3,0,0.5
Narhe,Outskirts,2,679.4,3,0.0,5,0,11,0.0,339.7,Apartment,1,1,6.5
Wakad,Mid-tier,2,1037.4,2,1.0,1,1,16,0.0625,518.7,Apartment,2,1,8.7
Undri,Outskirts,1,715.8,2,1.0,5,5,29,0.1724137931034483,715.8,Apartment,2,1,8.3
Koregaon Park,Premium West,2,1034.8,2,2.0,1,10,14,0.7142857142857143,517.4,Apartment,5,1,8.2
Shivaji Nagar,Central,3,1169.3,4,1.0,1,10,28,0.35714285714285715,389.76666666666665,Apartment,3,1,3.5
Magarpatta,Mid-tier,3,1666.7,3,2.0,5,4,23,0.17391304347826086,555.5666666666667,Apartment,4,1,9.9
Sinhgad Road,Outskirts,3,1518.2,3,1.0,2,5,6,0.8333333333333334,506.06666666666666,Apartment,1,1,6.0
Kondhwa,Outskirts,3,1426.3,3,1.0,2,3,13,0.23076923076923078,475.43333333333334,Apartment,1,1,2.1
Narayan Peth,Central,2,871.4,2,1.0,3,3,15,0.2,435.7,Builder Floor,2,0,9.7
Wagholi,Outskirts,4,1797.5,4,3.0,0,3,3,1.0,449.375,Apartment,2,0,13.7
Magarpatta,Mid-tier,2,914.0,2,0.0,5,10,16,0.625,457.0,Builder Floor,5,1,2.5
Narayan Peth,Central,2,1079.5,2,2.0,0,15,16,0.9375,539.75,Apartment,2,1,8.3
Wakad,Mid-tier,3,1309.5,4,1.0,1,5,9,0.5555555555555556,436.5,Apartment,1,1,5.2
Baner,Premium West,2,1126.4,2,0.0,12,6,8,0.75,563.2,Apartment,2,1,4.0
Ravet,Mid-tier,2,855.4,2,0.0,12,19,29,0.6551724137931034,427.7,Apartment,4,1,7.2
NIBM Road,Outskirts,2,1440.3,2,1.0,8,13,17,0.7647058823529411,720.15,Apartment,1,0,9.9
Boat Club Road,Premium West,4,1963.3,5,3.0,8,8,8,1.0,490.825,Builder Floor,3,0,5.3
Hinjewadi,Mid-tier,2,968.6,2,1.0,1,0,9,0.0,484.3,Apartment,1,1,6.2
Sinhgad Road,Outskirts,4,2068.0,5,3.0,8,1,26,0.038461538461538464,517.0,Apartment,3,1,18.9
Narhe,Outskirts,2,1451.0,3,2.0,5,12,29,0.41379310344827586,725.5,Apartment,2,1,6.7
Wakad,Mid-tier,2,1224.1,2,2.0,12,10,18,0.5555555555555556,612.05,Apartment,3,1,2.3
Camp,Central,1,764.3,2,3.0,2,2,3,0.6666666666666666,764.3,Apartment,1,1,5.7
Kharadi,IT Corridor,2,808.1,2,0.0,3,0,7,0.0,404.05,Apartment,1,1,6.1
Narhe,Outskirts,3,1415.7,4,1.0,3,11,16,0.6875,471.90000000000003,Apartment,3,1,4.0
Swargate,Central,3,1663.8,3,2.0,5,6,6,1.0,554.6,Apartment,1,0,5.4
Kiwale,Outskirts,5,3068.3,6,1.0,2,16,22,0.7272727272727273,613.6600000000001,Apartment,4,1,6.0
Narayan Peth,Central,1,603.1,2,2.0,5,7,8,0.875,603.1,Apartment,0,1,13.9
Magarpatta,Mid-tier,2,1210.5,2,1.0,12,3,6,0.5,605.25,Apartment,1,1,3.6
Bavdhan,Mid-tier,2,959.8,3,3.0,2,0,7,0.0,479.9,Apartment,5,1,3.7
Koregaon Park,Premium West,4,1727.1,4,2.0,25,1,14,0.07142857142857142,431.775,Apartment,5,1,8.3
Moshi,Outskirts,5,3059.8,5,,1,6,14,0.42857142857142855,611.96,Apartment,5,1,10.4
Hinjewadi,Mid-tier,3,1652.6,3,0.0,2,13,18,0.7222222222222222,550.8666666666667,Apartment,5,0,2.9
Pashan,Premium West,2,718.2,3,2.0,5,13,28,0.4642857142857143,359.1,Apartment,1,0,6.3
Wakad,Mid-tier,3,1445.2,4,1.0,1,8,19,0.42105263157894735,481.73333333333335,Apartment,3,1,5.6
Narhe,Outskirts,2,994.4,2,3.0,1,17,18,0.9444444444444444,497.2,Villa,3,1,5.6
Kiwale,Outskirts,1,452.6,1,1.0,0,4,6,0.6666666666666666,452.6,Apartment,2,0,10.6
Hinjewadi,Mid-tier,2,1147.7,2,0.0,5,3,4,0.75,573.85,Apartment,5,1,7.2
Kiwale,Outskirts,2,820.4,2,1.0,12,12,21,0.5714285714285714,410.2,Apartment,0,1,1.7
Magarpatta,Mid-tier,1,551.0,1,,8,11,17,0.6470588235294118,551.0,Apartment,4,1,3.3
Viman Nagar,IT Corridor,2,858.6,2,1.0,18,5,10,0.5,429.3,Apartment,1,1,7.9
Hadapsar,Outskirts,2,1194.4,3,1.0,5,4,13,0.3076923076923077,597.2,Apartment,1,1,5.5
Hinjewadi,Mid-tier,3,1339.5,3,1.0,0,1,3,0.3333333333333333,446.5,Apartment,2,1,8.5
Hinjewadi,Mid-tier,3,1647.5,3,2.0,0,1,10,0.1,549.1666666666666,Apartment,2,1,0.5
NIBM Road,Outskirts,1,478.5,2,1.0,18,4,7,0.5714285714285714,478.5,Villa,2,1,11.8
Wagholi,Outskirts,3,1742.4,3,,8,0,4,0.0,580.8000000000001,Apartment,4,1,7.4
Chinchwad,Outskirts,2,1033.1,3,1.0,5,6,24,0.25,516.55,Villa,4,0,5.0
Magarpatta,Mid-tier,4,2429.2,4,2.0,8,18,19,0.9473684210526315,607.3,Apartment,3,0,0.7
Wakad,Mid-tier,2,1028.5,2,2.0,0,12,18,0.6666666666666666,514.25,Apartment,4,1,3.8
Bavdhan,Mid-tier,3,1757.6,4,2.0,2,2,13,0.15384615384615385,585.8666666666667,Apartment,2,1,0.3
Wakad,Mid-tier,2,891.4,2,1.0,3,2,15,0.13333333333333333,445.7,Villa,1,1,8.6
Kondhwa,Outskirts,2,1056.0,2,1.0,3,1,20,0.05,528.0,Apartment,1,1,1.1
Undri,Outskirts,3,1623.4,3,3.0,1,13,25,0.52,541.1333333333333,Apartment,1,1,3.3
Somwar Peth,Central,3,1594.9,4,2.0,2,19,20,0.95,531.6333333333333,Apartment,4,1,3.8
Kondhwa,Outskirts,4,1922.7,4,1.0,2,6,9,0.6666666666666666,480.675,Apartment,4,0,6.2
Kothrud,IT Corridor,3,1576.7,3,2.0,12,5,19,0.2631578947368421,525.5666666666667,Apartment,4,1,0.3
Moshi,Outskirts,2,842.4,2,2.0,2,8,28,0.2857142857142857,421.2,Apartment,0,1,4.7
Aundh,Premium West,4,1654.5,4,1.0,18,1,6,0.16666666666666666,413.625,Builder Floor,2,1,10.6
Camp,Central,2,1050.8,2,,5,25,26,0.9615384615384616,525.4,Apartment,2,1,1.8
Koregaon Park,Premium West,2,1031.5,2,1.0,5,2,5,0.4,515.75,Apartment,3,0,0.7
Narayan Peth,Central,2,1290.0,3,3.0,3,2,5,0.4,645.0,Apartment,1,1,12.0
Camp,Central,2,1445.4,2,2.0,5,7,20,0.35,722.7,Apartment,4,1,4.4
Wakad,Mid-tier,2,1035.5,3,1.0,3,19,25,0.76,517.75,Apartment,3,1,0.5
Narayan Peth,Central,1,618.4,1,1.0,18,1,16,0.0625,618.4,Apartment,5,1,6.6
Pashan,Premium West,3,1357.6,3,1.0,0,8,28,0.2857142857142857,452.5333333333333,Apartment,0,1,7.8
Magarpatta,Mid-tier,2,1225.9,2,2.0,2,6,6,1.0,612.95,Apartment,3,1,0.6
Kalyani Nagar,Premium West,2,896.1,2,1.0,5,8,21,0.38095238095238093,448.05,Villa,0,1,9.3
Boat Club Road,Premium West,2,1308.6,2,1.0,2,12,15,0.8,654.3,Builder Floor,5,1,8.4
Shivaji Nagar,Central,2,1139.7,2,2.0,2,3,5,0.6,569.85,Apartment,1,1,8.5
Chinchwad,Outskirts,2,1027.9,3,2.0,3,2,10,0.2,513.95,Builder Floor,0,1,4.0
Wakad,Mid-tier,5,2606.2,6,1.0,2,11,28,0.39285714285714285,521.24,Apartment,4,1,1.6
Balewadi,IT Corridor,2,905.1,2,1.0,5,20,22,0.9090909090909091,452.55,Apartment,4,0,5.4
Ravet,Mid-tier,1,589.4,2,1.0,18,2,5,0.4,589.4,Apartment,1,1,0.8
Pashan,Premium West,3,1535.5,4,0.0,0,0,11,0.0,511.8333333333333,Apartment,0,1,5.0
Kharadi,IT Corridor,4,2016.4,4,1.0,3,7,29,0.2413793103448276,504.1,Apartment,4,0,9.4
Baner,Premium West,3,1837.8,3,2.0,0,0,6,0.0,612.6,Builder Floor,1,1,5.3
Balewadi,IT Corridor,2,816.1,2,2.0,25,5,14,0.35714285714285715,408.05,Apartment,1,1,3.5
Wakad,Mid-tier,2,957.4,3,1.0,2,2,3,0.6666666666666666,478.7,Builder Floor,1,0,6.0
Chinchwad,Outskirts,3,1353.5,3,,3,15,15,1.0,451.1666666666667,Apartment,3,0,2.2
Shivaji Nagar,Central,3,1439.0,3,0.0,18,6,7,0.8571428571428571,479.6666666666667,Apartment,0,1,10.5
Magarpatta,Mid-tier,2,1263.5,3,0.0,2,8,15,0.5333333333333333,631.75,Apartment,4,0,9.7
Kothrud,IT Corridor,1,586.0,2,1.0,5,2,11,0.18181818181818182,586.0,Apartment,3,1,5.8
Ravet,Mid-tier,5,2680.5,5,2.0,12,1,15,0.06666666666666667,536.1,Villa,1,1,3.9
Kharadi,IT Corridor,2,1209.0,2,1.0,2,7,8,0.875,604.5,Apartment,1,1,7.4
Camp,Central,4,2005.5,4,1.0,12,3,4,0.75,501.375,Apartment,5,0,5.0
Pashan,Premium West,3,1755.5,4,2.0,3,13,19,0.6842105263157895,585.1666666666666,Apartment,5,1,3.7
Wagholi,Outskirts,1,766.6,1,3.0,18,5,7,0.7142857142857143,766.6,Apartment,2,0,0.5
Wagholi,Outskirts,2,876.2,2,3.0,3,4,12,0.3333333333333333,438.1,Builder Floor,3,1,7.5
Somwar Peth,Central,2,1225.3,2,,3,3,4,0.75,612.65,Apartment,0,0,8.2
Chinchwad,Outskirts,3,1354.8,3,2.0,5,3,23,0.13043478260869565,451.59999999999997,Apartment,0,0,4.3
Bavdhan,Mid-tier,3,1332.4,3,1.0,2,3,27,0.1111111111111111,444.1333333333334,Villa,4,0,9.6
Undri,Outskirts,3,1671.6,3,3.0,1,3,10,0.3,557.1999999999999,Apartment,2,1,4.3
Koregaon Park,Premium West,2,1223.0,2,0.0,8,10,11,0.9090909090909091,611.5,Apartment,0,1,2.5
Moshi,Outskirts,1,688.4,1,3.0,5,12,29,0.41379310344827586,688.4,Apartment,5,1,4.2
Moshi,Outskirts,4,2072.7,4,0.0,18,5,10,0.5,518.175,Builder Floor,3,1,0.1
Baner,Premium West,4,1942.8,5,2.0,3,9,12,0.75,485.7,Apartment,3,1,4.4
Kiwale,Outskirts,2,1095.9,2,2.0,12,0,3,0.0,547.95,Apartment,5,1,12.8
Somwar Peth,Central,2,790.4,2,2.0,18,27,28,0.9642857142857143,395.2,Apartment,3,0,1.9
Narhe,Outskirts,2,1141.1,3,2.0,3,0,4,0.0,570.55,Apartment,5,1,8.3
Viman Nagar,IT Corridor,2,1264.1,2,2.0,5,2,15,0.13333333333333333,632.05,Apartment,2,1,0.4
Wakad,Mid-tier,3,1354.0,4,3.0,3,2,10,0.2,451.3333333333333,Apartment,5,1,5.0
Ravet,Mid-tier,2,1238.3,2,1.0,8,5,29,0.1724137931034483,619.15,Apartment,0,1,4.7
Aundh,Premium West,2,954.9,2,2.0,3,1,3,0.3333333333333333,477.45,Apartment,0,1,12.2
Kiwale,Outskirts,2,1063.3,2,2.0,18,10,10,1.0,531.65,Apartment,0,1,12.0
Wakad,Mid-tier,4,2636.4,4,2.0,5,20,25,0.8,659.1,Apartment,4,1,12.5
Wakad,Mid-tier,4,2081.2,4,0.0,5,11,22,0.5,520.3,Builder Floor,5,1,10.9
Magarpatta,Mid-tier,3,1108.4,4,1.0,25,3,5,0.6,369.4666666666667,Apartment,1,1,5.5
Kondhwa,Outskirts,3,1436.9,4,1.0,1,2,27,0.07407407407407407,478.9666666666667,Apartment,0,1,10.9
Hinjewadi,Mid-tier,2,857.3,2,0.0,3,0,11,0.0,428.65,Apartment,2,0,5.8
Viman Nagar,IT Corridor,2,1034.5,2,2.0,5,12,22,0.5454545454545454,517.25,Apartment,2,1,0.9
Swargate,Central,5,2326.4,5,3.0,2,3,5,0.6,465.28000000000003,Apartment,5,1,6.4
Shivaji Nagar,Central,5,2166.6,5,1.0,3,24,24,1.0,433.32,Apartment,0,1,11.8
Kothrud,IT Corridor,3,1826.4,3,1.0,12,0,6,0.0,608.8000000000001,Apartment,1,0,5.3
Somwar Peth,Central,3,1095.4,3,1.0,18,6,11,0.5454545454545454,365.1333333333334,Apartment,3,1,9.8
Kondhwa,Outskirts,3,1378.7,3,2.0,3,4,13,0.3076923076923077,459.56666666666666,Apartment,1,1,1.2
Narayan Peth,Central,2,1140.9,2,2.0,1,5,5,1.0,570.45,Apartment,3,1,5.2
Hinjewadi,Mid-tier,2,1171.8,2,2.0,25,11,26,0.4230769230769231,585.9,Apartment,0,1,3.8
Kharadi,IT Corridor,3,1368.3,3,3.0,3,7,12,0.5833333333333334,456.09999999999997,Apartment,5,1,0.8
Kondhwa,Outskirts,2,1249.3,2,1.0,5,5,19,0.2631578947368421,624.65,Apartment,4,0,7.6
Shivaji Nagar,Central,2,988.2,2,2.0,1,7,18,0.3888888888888889,494.1,Apartment,0,0,5.6
Camp,Central,2,1122.9,3,1.0,3,3,12,0.25,561.45,Apartment,3,1,8.5
Wakad,Mid-tier,2,1119.3,2,2.0,3,1,9,0.1111111111111111,559.65,Apartment,3,1,3.0
Koregaon Park,Premium West,2,1005.1,2,2.0,0,7,14,0.5,502.55,Apartment,3,1,9.2
Camp,Central,2,1199.5,3,2.0,8,11,12,0.9166666666666666,599.75,Apartment,1,1,7.9
Kothrud,IT Corridor,2,1089.2,2,1.0,8,6,6,1.0,544.6,Apartment,3,1,3.1
Somwar Peth,Central,2,957.0,2,2.0,1,12,16,0.75,478.5,Apartment,4,0,9.2
Chinchwad,Outskirts,4,1645.7,4,1.0,5,9,11,0.8181818181818182,411.425,Apartment,2,0,0.9
Ravet,Mid-tier,2,978.7,2,2.0,8,18,28,0.6428571428571429,489.35,Apartment,3,1,7.0
Kondhwa,Outskirts,1,589.7,1,1.0,18,4,13,0.3076923076923077,589.7,Apartment,5,0,3.3
Kothrud,IT Corridor,2,904.6,2,3.0,1,0,23,0.0,452.3,Apartment,2,1,5.0
Camp,Central,2,1170.6,2,1.0,8,1,7,0.14285714285714285,585.3,Apartment,4,1,1.5
Ravet,Mid-tier,3,1534.0,3,1.0,5,6,6,1.0,511.3333333333333,Apartment,0,1,9.9
Viman Nagar,IT Corridor,3,1581.7,3,2.0,1,2,22,0.09090909090909091,527.2333333333333,Apartment,5,1,11.3
Kothrud,IT Corridor,1,733.0,2,2.0,3,12,14,0.8571428571428571,733.0,Villa,3,1,9.5
Kondhwa,Outskirts,2,734.3,2,2.0,3,0,20,0.0,367.15,Apartment,2,0,2.0
Bavdhan,Mid-tier,3,1864.7,3,2.0,1,5,16,0.3125,621.5666666666667,Apartment,2,1,5.4
Boat Club Road,Premium West,4,2163.9,4,1.0,3,7,27,0.25925925925925924,540.975,Villa,0,1,5.8
Narayan Peth,Central,2,1099.9,2,2.0,2,18,19,0.9473684210526315,549.95,Apartment,0,1,3.5
Viman Nagar,IT Corridor,3,1291.7,3,0.0,8,12,27,0.4444444444444444,430.56666666666666,Apartment,2,1,14.5
Kothrud,IT Corridor,1,616.4,1,2.0,5,17,21,0.8095238095238095,616.4,Apartment,0,1,8.1
Boat Club Road,Premium West,1,628.0,1,2.0,8,1,19,0.05263157894736842,628.0,Apartment,3,1,7.1
Hadapsar,Outskirts,2,1246.7,2,2.0,3,2,13,0.15384615384615385,623.35,Apartment,5,0,7.8
Kondhwa,Outskirts,3,1464.7,3,1.0,5,2,24,0.08333333333333333,488.23333333333335,Apartment,4,1,2.5
Hadapsar,Outskirts,3,1603.4,3,1.0,0,6,9,0.6666666666666666,534.4666666666667,Apartment,4,1,1.8
Viman Nagar,IT Corridor,1,568.5,1,2.0,5,4,22,0.18181818181818182,568.5,Apartment,2,0,3.8
Ravet,Mid-tier,3,1347.7,3,2.0,12,3,27,0.1111111111111111,449.23333333333335,Apartment,5,1,6.2
Viman Nagar,IT Corridor,1,884.4,1,1.0,3,3,4,0.75,884.4,Builder Floor,2,1,0.4
Boat Club Road,Premium West,3,1539.1,3,1.0,2,2,9,0.2222222222222222,513.0333333333333,Apartment,5,0,6.9
Viman Nagar,IT Corridor,2,1072.2,2,1.0,0,2,8,0.25,536.1,Apartment,1,1,8.1
Moshi,Outskirts,3,1715.3,3,1.0,8,9,23,0.391304347826087,571.7666666666667,Apartment,5,1,5.5
Swargate,Central,3,1403.9,4,1.0,18,0,18,0.0,467.9666666666667,Villa,5,0,14.8
Baner,Premium West,2,1169.4,2,3.0,0,4,4,1.0,584.7,Apartment,1,1,3.5
Kiwale,Outskirts,2,960.9,3,1.0,1,14,20,0.7,480.45,Apartment,2,0,7.0
Baner,Premium West,2,904.7,2,2.0,2,0,7,0.0,452.35,Apartment,0,1,7.5
Balewadi,IT Corridor,2,1025.8,2,3.0,0,3,18,0.16666666666666666,512.9,Apartment,4,1,5.7
Kalyani Nagar,Premium West,4,2090.3,4,2.0,3,16,23,0.6956521739130435,522.575,Apartment,2,0,2.7
Pashan,Premium West,3,2055.5,4,2.0,18,1,13,0.07692307692307693,685.1666666666666,Apartment,4,1,7.0
